"filename", "language", "Markdown", "JSON", "JSON with Comments", "MS SQL", "Ignore", "JavaScript", "YAML", "Docker", "JavaScript JSX", "CSV", "HTML", "CSS", "Properties", "XML", "comment", "blank", "total"
"c:\Ministerra\frontend\src\comp\content\ContentEndBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 4, 32
"c:\Ministerra\frontend\src\comp\menuStrips\AlertMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 11, 16, 237
"c:\Ministerra\frontend\src\comp\menuStrips\ChatMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 10, 9, 106
"c:\Ministerra\frontend\src\comp\menuStrips\ChatsListMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 7, 5, 25
"c:\Ministerra\frontend\src\comp\menuStrips\EveMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 0, 0, 0, 30, 34, 411
"c:\Ministerra\frontend\src\comp\menuStrips\MessMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 7, 7, 72
"c:\Ministerra\frontend\src\comp\menuStrips\UserMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 11, 11, 163
"c:\Ministerra\frontend\src\comp\menuStrips\helpers.js", "JavaScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 51
"c:\Ministerra\frontend\src\comp\menuStrips\stripButtonsJSX.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 6, 7, 119
"c:\Ministerra\frontend\src\contexts\ErrorContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 13, 59
"c:\Ministerra\frontend\src\contexts\globalContext.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8
"c:\Ministerra\frontend\src\css\FluiDesign.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3165, 0, 0, 5, 51, 3221
"c:\Ministerra\frontend\src\css\SpacingElements.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 852, 0, 0, 2, 48, 902
"c:\Ministerra\frontend\src\css\VisualClasses.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1315, 0, 0, 25, 141, 1481
"c:\Ministerra\frontend\src\css\aspectRatio.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 1, 4, 44
"c:\Ministerra\frontend\src\css\fontSizes.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 23, 21, 350
"c:\Ministerra\frontend\src\css\marBot.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\marHor.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\marTop.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\marVer.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\padBot.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 6, 6, 72
"c:\Ministerra\frontend\src\css\padHor.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\padTop.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\css\padVer.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 7, 33
"c:\Ministerra\frontend\src\hooks\socketIO\README.md", "Markdown", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 212
"c:\Ministerra\frontend\src\hooks\socketIO\alertsHandlers.js", "JavaScript", 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 31, 30, 353
"c:\Ministerra\frontend\src\hooks\socketIO\chatsHandlers.js", "JavaScript", 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 25, 45, 406
"c:\Ministerra\frontend\src\hooks\socketIO\socketHandlers.js", "JavaScript", 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 31, 39, 316
"c:\Ministerra\frontend\src\hooks\socketIO\transport.js", "JavaScript", 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 350
"c:\Ministerra\frontend\src\hooks\useCentralFlex.js", "JavaScript", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 119
"c:\Ministerra\frontend\src\hooks\useCommentsMan.js", "JavaScript", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 61
"c:\Ministerra\frontend\src\hooks\useContentFetch.js", "JavaScript", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 137
"c:\Ministerra\frontend\src\hooks\useErrorsMan.js", "JavaScript", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 85
"c:\Ministerra\frontend\src\hooks\useFadeIn.js", "JavaScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 56
"c:\Ministerra\frontend\src\hooks\useLinksAndBlocks.js", "JavaScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 129
"c:\Ministerra\frontend\src\hooks\useMasonResize.js", "JavaScript", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 57
"c:\Ministerra\frontend\src\hooks\useScrollDir.js", "JavaScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 29
"c:\Ministerra\frontend\src\hooks\useSocketIO.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7
"c:\Ministerra\frontend\src\hooks\useToast.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 9, 14, 83
"c:\Ministerra\frontend\src\loaders\editorLoader.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 33
"c:\Ministerra\frontend\src\loaders\eventLoader.js", "JavaScript", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 101
"c:\Ministerra\frontend\src\loaders\foundationLoader.js", "JavaScript", 0, 0, 0, 0, 0, 348, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36, 392
"c:\Ministerra\frontend\src\loaders\setupLoader.js", "JavaScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Ministerra\frontend\src\mainSections\AdvancedSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 18, 31, 375
"c:\Ministerra\frontend\src\mainSections\Editor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 573, 0, 0, 0, 0, 0, 47, 44, 664
"c:\Ministerra\frontend\src\mainSections\Entrance.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 3, 3, 24
"c:\Ministerra\frontend\src\mainSections\Event.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 19, 25, 261
"c:\Ministerra\frontend\src\mainSections\Foundation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 14, 8, 116
"c:\Ministerra\frontend\src\mainSections\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 49, 45, 501
"c:\Ministerra\frontend\src\mainSections\ProfileSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 7, 9, 122
"c:\Ministerra\frontend\src\mainSections\Setup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 0, 17, 26, 276
"c:\Ministerra\frontend\src\utils\cryptoUtils.js", "JavaScript", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 67
"c:\Ministerra\frontend\src\utils\dateTimeUtils.js", "JavaScript", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 115
"c:\Ministerra\frontend\src\utils\getToken.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"c:\Ministerra\frontend\src\utils\locationUtils.js", "JavaScript", 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 182
"c:\Ministerra\frontend\src\utils\objectUtils.js", "JavaScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 79
"c:\Ministerra\frontend\src\utils\userProfileUtils.js", "JavaScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 42
"c:\Ministerra\frontend\src\variables.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 2, 32
"c:\Ministerra\frontend\vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 58
"c:\Ministerra\frontend\workers\forageSetWorker.js", "JavaScript", 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 50, 41, 377
"c:\Ministerra\package-lock.json", "JSON", 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 389
"c:\Ministerra\package.json", "JSON", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Ministerra\scripts\docker-clean.js", "JavaScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 125
"c:\Ministerra\shared\constants.js", "JavaScript", 0, 0, 0, 0, 0, 1053, 0, 0, 0, 0, 0, 0, 0, 0, 347, 124, 1524
"Total", "-", 2708, 17432, 72, 876, 0, 16174, 1140, 36, 16023, 784, 15, 5877, 64, 2088, 5447, 5419, 74155
